percent_grammar_1,percent_cohort2,cohort2_age,name,mean_state_of_nodes
30,50,50,cohort2_state,0.1502871186975615
45,50,50,cohort1_state,0.01053789866723528
45,50,50,cohort2_state,0.00875205435139471
35,50,50,cohort1_state,0.00798530247309951
35,50,50,cohort2_state,0.00654648499963917
90,35,50,cohort1_state,0.9940726694575304
90,35,50,cohort2_state,0.9940859263281864
10,50,50,cohort1_state,0.01134080044456603
10,50,50,cohort2_state,0.01032659063505852
50,50,50,cohort1_state,0.4880454459308269
50,50,50,cohort2_state,0.6385833136811804
70,50,50,cohort1_state,0.8646477811701546
70,50,50,cohort2_state,0.9248101290517002
80,50,50,cohort1_state,0.9914042282984712
80,50,50,cohort2_state,0.992230500190549
20,65,50,cohort1_state,0.0061810490605569
20,65,50,cohort2_state,0.00809088384777661
90,50,50,cohort1_state,0.9902171175086169
90,50,50,cohort2_state,0.991688556237674
60,50,50,cohort1_state,0.9936692563003688
60,50,50,cohort2_state,0.9956669046903356
35,65,50,cohort1_state,0.00596683807623189
35,65,50,cohort2_state,0.10967037607912532
10,65,50,cohort1_state,0.0076846805403704
10,65,50,cohort2_state,0.00782407445926144
30,65,50,cohort1_state,0.3794463768527704
30,65,50,cohort2_state,0.3087824256426149
40,65,50,cohort1_state,0.0094001449210179
40,65,50,cohort2_state,0.00853271369482135
45,65,50,cohort1_state,0.5314458545087252
45,65,50,cohort2_state,0.6357582059169875
60,65,50,cohort1_state,0.9907826175262552
60,65,50,cohort2_state,0.9929285123849572
80,65,50,cohort1_state,0.9940778223511678
80,65,50,cohort2_state,0.9932399789591826
50,65,50,cohort1_state,0.9459090090763465
50,65,50,cohort2_state,0.9233078227066712
20,75,50,cohort1_state,0.00733887513036952
20,75,50,cohort2_state,0.00762016096934878
70,65,50,cohort1_state,0.9959524489808556
70,65,50,cohort2_state,0.9947648481874948
10,75,50,cohort1_state,0.00571223162646131
10,75,50,cohort2_state,0.0052749485324217
90,65,50,cohort1_state,0.9934971443058588
90,65,50,cohort2_state,0.9912852123492156
35,75,50,cohort1_state,0.00746219675601155
35,75,50,cohort2_state,0.00663142331508448
30,75,50,cohort1_state,0.00502375921000463
30,75,50,cohort2_state,0.1237103495158031
45,75,50,cohort1_state,0.353690338250298
45,75,50,cohort2_state,0.17571436906506274
40,75,50,cohort1_state,0.00735946989687833
40,75,50,cohort2_state,0.10234817122361052
60,75,50,cohort1_state,0.995444150735486
60,75,50,cohort2_state,0.99321644725193
70,75,50,cohort1_state,0.9925409225315732
70,75,50,cohort2_state,0.9909704218920729
50,75,50,cohort1_state,0.3716846270345313
50,75,50,cohort2_state,0.2389199693314134
80,75,50,cohort1_state,0.9934995739854978
80,75,50,cohort2_state,0.9921209657675936
20,90,50,cohort1_state,0.00847354320240543
20,90,50,cohort2_state,0.00722832374735766
90,75,50,cohort1_state,0.992267829267614
90,75,50,cohort2_state,0.991757186311575
10,90,50,cohort1_state,0.00549109820060835
10,90,50,cohort2_state,0.00887404556670001
30,90,50,cohort1_state,0.01194624553858484
30,90,50,cohort2_state,0.12266837560549965
35,90,50,cohort1_state,0.00854251222476132
35,90,50,cohort2_state,0.0100360429957303
45,90,50,cohort1_state,0.4576266216107798
45,90,50,cohort2_state,0.22341910113332625
70,90,50,cohort1_state,0.9927953799400988
70,90,50,cohort2_state,0.99181580905388
80,90,50,cohort1_state,0.9938154640561112
80,90,50,cohort2_state,0.9929427551858458
50,90,50,cohort1_state,0.7413666302865686
50,90,50,cohort2_state,0.4525606140860386
60,90,50,cohort1_state,0.5044059585252141
60,90,50,cohort2_state,0.6077766789184982
40,90,50,cohort1_state,0.01004220808855036
40,90,50,cohort2_state,0.3186072312214158
90,90,50,cohort1_state,0.9935974197690108
90,90,50,cohort2_state,0.9903347617468052
10,10,150,cohort1_state,0.00574309258438045
10,10,150,cohort2_state,0.00593636289290381
20,10,150,cohort1_state,0.00595863144157378
20,10,150,cohort2_state,0.00701354719573021
50,10,150,cohort1_state,0.6428812717928684
50,10,150,cohort2_state,0.0076831069576378
45,10,150,cohort1_state,0.06843169205711103
45,10,150,cohort2_state,0.01953393812058612
30,10,150,cohort1_state,0.08946698682349015
30,10,150,cohort2_state,0.21695045624939097
40,10,150,cohort1_state,0.1393125650493175
40,10,150,cohort2_state,0.25282723079980063
60,10,150,cohort1_state,0.7843143131167992
60,10,150,cohort2_state,0.7122101075170475
35,10,150,cohort1_state,0.1508018330687089
35,10,150,cohort2_state,0.4540147895363256
80,10,150,cohort1_state,0.9926169965052324
80,10,150,cohort2_state,0.9920487068496002
90,10,150,cohort1_state,0.9937548338194426
90,10,150,cohort2_state,0.9961784848037948
70,10,150,cohort1_state,0.99033608841125
70,10,150,cohort2_state,0.9925599689724598
10,20,150,cohort1_state,0.00504840676455949
10,20,150,cohort2_state,0.00585213370835028
20,20,150,cohort1_state,0.00898544658984749
20,20,150,cohort2_state,0.00627556543105971
40,20,150,cohort1_state,0.00553999388714424
40,20,150,cohort2_state,0.0060938370297991
30,20,150,cohort1_state,0.00706195960633098
30,20,150,cohort2_state,0.00674240665776953
35,20,150,cohort1_state,0.00492539006465285
35,20,150,cohort2_state,0.00587092585329122
45,20,150,cohort1_state,0.1541462552126067
45,20,150,cohort2_state,0.00785261006599579
50,20,150,cohort1_state,0.6433998801853827
50,20,150,cohort2_state,0.7438884092284316
60,20,150,cohort1_state,0.9952554369769244
60,20,150,cohort2_state,0.9949966212642536
80,20,150,cohort1_state,0.9933615299393508
80,20,150,cohort2_state,0.992747401312829
70,20,150,cohort1_state,0.9943558511758952
70,20,150,cohort2_state,0.9932840560149372
90,20,150,cohort1_state,0.9917178033954408
90,20,150,cohort2_state,0.9948672999038598
30,35,150,cohort1_state,0.00816710123143963
30,35,150,cohort2_state,0.00717479766180385
20,35,150,cohort1_state,0.00664113436909482
20,35,150,cohort2_state,0.00641244071946005
10,35,150,cohort1_state,0.00575408019326291
10,35,150,cohort2_state,0.00824079237950242
35,35,150,cohort1_state,0.07744121675379417
35,35,150,cohort2_state,0.2093923559074482
40,35,150,cohort1_state,0.15539156513256203
40,35,150,cohort2_state,0.43519844227029875
45,35,150,cohort1_state,0.06635680132681622
45,35,150,cohort2_state,0.06351679859850017
50,35,150,cohort1_state,0.06446248322592442
50,35,150,cohort2_state,0.06806601477189657
70,35,150,cohort1_state,0.9937197191499892
70,35,150,cohort2_state,0.9925296007560238
60,35,150,cohort1_state,0.9918596806495454
60,35,150,cohort2_state,0.9929776487951448
20,50,150,cohort1_state,0.00733247302471411
20,50,150,cohort2_state,0.00591243847664955
80,35,150,cohort1_state,0.9935872954471564
80,35,150,cohort2_state,0.9946610823016654
90,35,150,cohort1_state,0.9931495846267347
90,35,150,cohort2_state,0.9936262882654
10,50,150,cohort1_state,0.0057622608778152
10,50,150,cohort2_state,0.0078389790197107
40,50,150,cohort1_state,0.09210795476504648
40,50,150,cohort2_state,0.09280627785312814
35,50,150,cohort1_state,0.00904559836651286
35,50,150,cohort2_state,0.00885633135748169
30,50,150,cohort1_state,0.00637754350945645
30,50,150,cohort2_state,0.00786013835882859
45,50,150,cohort1_state,0.00785921028680886
45,50,150,cohort2_state,0.00668860087867565
50,50,150,cohort1_state,0.4716166601711058
50,50,150,cohort2_state,0.496617451853581
80,50,150,cohort1_state,0.8996532148552093
80,50,150,cohort2_state,0.8849935280394673
90,50,150,cohort1_state,0.994651883632453
90,50,150,cohort2_state,0.994461897216282
70,50,150,cohort1_state,0.9075481206743736
70,50,150,cohort2_state,0.8439933457850678
10,65,150,cohort1_state,0.00467789065692878
10,65,150,cohort2_state,0.00588012667189788
30,65,150,cohort1_state,0.00768252265947109
30,65,150,cohort2_state,0.00769727529524557
35,65,150,cohort1_state,0.01023702452803538
35,65,150,cohort2_state,0.00845365489736319
20,65,150,cohort1_state,0.0035698300377149
20,65,150,cohort2_state,0.00634799247739653
40,65,150,cohort1_state,0.00896090659181715
40,65,150,cohort2_state,0.00989398986161535
60,50,150,cohort1_state,0.7543624144261603
60,50,150,cohort2_state,0.8969167077866862
45,65,150,cohort1_state,0.28593722695462903
45,65,150,cohort2_state,0.30472120264728775
60,65,150,cohort1_state,0.9922640395087068
60,65,150,cohort2_state,0.9926050730480076
50,65,150,cohort1_state,0.5486589403543711
50,65,150,cohort2_state,0.3248825885281409
80,65,150,cohort1_state,0.9955758931123851
80,65,150,cohort2_state,0.9934837440526442
70,65,150,cohort1_state,0.9954382541559372
70,65,150,cohort2_state,0.9932438613512958
20,75,150,cohort1_state,0.00653514365292136
20,75,150,cohort2_state,0.00721008430814058
90,65,150,cohort1_state,0.9931209039111928
90,65,150,cohort2_state,0.9922594508093996
30,75,150,cohort1_state,0.00618865946258814
30,75,150,cohort2_state,0.00545876541495714
10,75,150,cohort1_state,0.00883464833571305
10,75,150,cohort2_state,0.00688652267209134
35,75,150,cohort1_state,0.00666705897850487
35,75,150,cohort2_state,0.00511970169338627
40,75,150,cohort1_state,0.00530368403140197
40,75,150,cohort2_state,0.00688180195841982
60,75,150,cohort1_state,0.9923603734013944
60,75,150,cohort2_state,0.9919235776688708
70,75,150,cohort1_state,0.991449853653567
70,75,150,cohort2_state,0.9916541658362956
50,75,150,cohort1_state,0.9225591375523384
50,75,150,cohort2_state,0.7218891478002974
20,90,150,cohort1_state,0.00377343715955157
20,90,150,cohort2_state,0.00692441617037306
45,75,150,cohort1_state,0.4491525339944672
45,75,150,cohort2_state,0.22756262157281945
80,75,150,cohort1_state,0.9950309006867062
80,75,150,cohort2_state,0.9934472803167452
90,75,150,cohort1_state,0.9907117786966352
90,75,150,cohort2_state,0.9922431619626232
10,90,150,cohort1_state,0.00416205357190333
10,90,150,cohort2_state,0.00448388044425072
30,90,150,cohort1_state,0.00996890040303063
30,90,150,cohort2_state,0.00836211558369991
40,90,150,cohort1_state,0.25528770418030583
40,90,150,cohort2_state,0.10308373179341652
35,90,150,cohort1_state,0.01399270601770576
35,90,150,cohort2_state,0.08104575831643496
45,90,150,cohort1_state,0.00649247711103494
45,90,150,cohort2_state,0.16367959637239682
70,90,150,cohort1_state,0.9847264503958864
70,90,150,cohort2_state,0.9908515834721868
60,90,150,cohort1_state,0.984868975719144
60,90,150,cohort2_state,0.8332190122209577
50,90,150,cohort1_state,0.994116443296566
50,90,150,cohort2_state,0.7655444504094624
80,90,150,cohort1_state,0.993368551668009
80,90,150,cohort2_state,0.9936235082635224
90,90,150,cohort1_state,0.992016059469165
90,90,150,cohort2_state,0.9938202764360848
10,10,300,cohort1_state,0.00476920570470028
10,10,300,cohort2_state,0.004765844304422
30,10,300,cohort1_state,0.01248949457244846
30,10,300,cohort2_state,0.00754088488649204
20,10,300,cohort1_state,0.00748143993181295
20,10,300,cohort2_state,0.00672901318688818
35,10,300,cohort1_state,0.05075360698887273
35,10,300,cohort2_state,0.15967282376462927
40,10,300,cohort1_state,0.3613543805705139
40,10,300,cohort2_state,0.00847016555470068
45,10,300,cohort1_state,0.0825578954208691
45,10,300,cohort2_state,0.23040654236155664
50,10,300,cohort1_state,0.3236546584257407
50,10,300,cohort2_state,0.501822438768347
70,10,300,cohort1_state,0.992569985166251
70,10,300,cohort2_state,0.9896689618211
60,10,300,cohort1_state,0.9928867165561496
60,10,300,cohort2_state,0.994273788327492
10,20,300,cohort1_state,0.00597770630431508
10,20,300,cohort2_state,0.0067225372401368
80,10,300,cohort1_state,0.8324418287720693
80,10,300,cohort2_state,0.7323512512250732
90,10,300,cohort1_state,0.9915770972768384
90,10,300,cohort2_state,0.995225940550254
30,20,300,cohort1_state,0.00815943940757335
30,20,300,cohort2_state,0.00840945709862533
40,20,300,cohort1_state,0.00700608722674966
40,20,300,cohort2_state,0.00808943857576322
35,20,300,cohort1_state,0.3819932635537241
35,20,300,cohort2_state,0.11008369041373872
45,20,300,cohort1_state,0.425740675312781
45,20,300,cohort2_state,0.5150529392509257
50,20,300,cohort1_state,0.11606905904534807
50,20,300,cohort2_state,0.13244004866000056
20,20,300,cohort1_state,0.0108398682885211
20,20,300,cohort2_state,0.0043830071710173
60,20,300,cohort1_state,0.8652382475996477
60,20,300,cohort2_state,0.7549345695708097
80,20,300,cohort1_state,0.9883548186393544
80,20,300,cohort2_state,0.990013550071056
70,20,300,cohort1_state,0.9947585012282044
70,20,300,cohort2_state,0.9943731102422566
90,20,300,cohort1_state,0.9924496405577792
90,20,300,cohort2_state,0.9929130142162724
20,35,300,cohort1_state,0.00635427635205677
20,35,300,cohort2_state,0.00558006731762671
10,35,300,cohort1_state,0.0049229563743114196
10,35,300,cohort2_state,0.00408996662475884
30,35,300,cohort1_state,0.01386925194602474
30,35,300,cohort2_state,0.00847603226113815
35,35,300,cohort1_state,0.11398423439374952
35,35,300,cohort2_state,0.15119779184516893
50,35,300,cohort1_state,0.5233680992427023
50,35,300,cohort2_state,0.3808687156097998
40,35,300,cohort1_state,0.15936062115300775
40,35,300,cohort2_state,0.3389687061542327
45,35,300,cohort1_state,0.12198053512338046
45,35,300,cohort2_state,0.05575780635213862
80,35,300,cohort1_state,0.9961285997737712
80,35,300,cohort2_state,0.9943803229616502
60,35,300,cohort1_state,0.6002282940294905
60,35,300,cohort2_state,0.7796093948786729
70,35,300,cohort1_state,0.9956120253621856
70,35,300,cohort2_state,0.9927659264206944
10,50,300,cohort1_state,0.00252647913525165
10,50,300,cohort2_state,0.00417058385887407
20,50,300,cohort1_state,0.14369154799429845
20,50,300,cohort2_state,0.10037724182579875
30,50,300,cohort1_state,0.13901210628337612
30,50,300,cohort2_state,0.19221852230555364
90,35,300,cohort1_state,0.9946060043120508
90,35,300,cohort2_state,0.9933770871802928
35,50,300,cohort1_state,0.21491077537737308
35,50,300,cohort2_state,0.1898368665591189
45,50,300,cohort1_state,0.247814127585514
45,50,300,cohort2_state,0.2908870715055748
40,50,300,cohort1_state,0.00730447742092076
40,50,300,cohort2_state,0.0063877230067197
60,50,300,cohort1_state,0.7065409896795337
60,50,300,cohort2_state,0.9436231600810288
50,50,300,cohort1_state,0.4094330477578446
50,50,300,cohort2_state,0.3124464798939506
70,50,300,cohort1_state,0.9927645555498472
70,50,300,cohort2_state,0.9928630611824006
90,50,300,cohort1_state,0.9599324230542384
90,50,300,cohort2_state,0.9138103998673326
80,50,300,cohort1_state,0.9942198796001002
80,50,300,cohort2_state,0.9953970304058762
10,65,300,cohort1_state,0.00795392722270937
10,65,300,cohort2_state,0.0057832762556599
20,65,300,cohort1_state,0.00749901643249423
20,65,300,cohort2_state,0.00635362120624802
30,65,300,cohort1_state,0.0056532849050972
30,65,300,cohort2_state,0.00744916166030596
35,65,300,cohort1_state,0.00744659579389572
35,65,300,cohort2_state,0.00921397478004162
45,65,300,cohort1_state,0.00288636596095325
45,65,300,cohort2_state,0.00562976977566563
40,65,300,cohort1_state,0.00656819125024962
40,65,300,cohort2_state,0.00783900997797913
50,65,300,cohort1_state,0.7161344222167233
50,65,300,cohort2_state,0.7266384621420019
60,65,300,cohort1_state,0.6484220492508163
60,65,300,cohort2_state,0.8978660410068281
10,75,300,cohort1_state,0.00902497137736244
10,75,300,cohort2_state,0.00802272830136476
80,65,300,cohort1_state,0.9972096244058066
80,65,300,cohort2_state,0.9940479120694872
70,65,300,cohort1_state,0.9952522122362554
70,65,300,cohort2_state,0.9941474915340528
20,75,300,cohort1_state,0.00444111436996679
20,75,300,cohort2_state,0.00527136179083625
35,75,300,cohort1_state,0.19532388466689776
35,75,300,cohort2_state,0.2617994895600084
30,75,300,cohort1_state,0.01124333542999343
30,75,300,cohort2_state,0.00783380541863799
45,75,300,cohort1_state,0.08308734406313784
45,75,300,cohort2_state,0.10229708455032946
90,65,300,cohort1_state,0.990291862851566
90,65,300,cohort2_state,0.9912430041512204
40,75,300,cohort1_state,0.3633478492354916
40,75,300,cohort2_state,0.26798695911113596
50,75,300,cohort1_state,0.00522567949528057
50,75,300,cohort2_state,0.00579625648800068
80,75,300,cohort1_state,0.9136331131864948
80,75,300,cohort2_state,0.8604226383356708
70,75,300,cohort1_state,0.9918665052550368
70,75,300,cohort2_state,0.8351886919791208
10,90,300,cohort1_state,0.00913289492067147
10,90,300,cohort2_state,0.00674291145407331
60,75,300,cohort1_state,0.6204818543045932
60,75,300,cohort2_state,0.6862304938442283
20,90,300,cohort1_state,0.00589216411945329
20,90,300,cohort2_state,0.00798459636088508
90,75,300,cohort1_state,0.9916953250644928
90,75,300,cohort2_state,0.9904922052781648
30,90,300,cohort1_state,0.2515459029846592
30,90,300,cohort2_state,0.24725719432888352
45,90,300,cohort1_state,0.4338745660905826
45,90,300,cohort2_state,0.2259577020875917
40,90,300,cohort1_state,0.1702168125993307
40,90,300,cohort2_state,0.08619634411547544
35,90,300,cohort1_state,0.00777237197501155
35,90,300,cohort2_state,0.0073913489259832
80,90,300,cohort1_state,0.9886429850395336
80,90,300,cohort2_state,0.9932568564648044
50,90,300,cohort1_state,0.5514595288289472
50,90,300,cohort2_state,0.6524503040175279
60,90,300,cohort1_state,0.9936208010093908
60,90,300,cohort2_state,0.9930293358758044
70,90,300,cohort1_state,0.997520873258308
70,90,300,cohort2_state,0.9878742684544428
10,10,500,cohort1_state,0.00340306258586303
10,10,500,cohort2_state,0.0034208673408348
20,10,500,cohort1_state,0.00740290781230433
20,10,500,cohort2_state,0.00617132067295911
90,90,300,cohort1_state,0.9920785635220196
90,90,300,cohort2_state,0.991063107132855
30,10,500,cohort1_state,0.01030402101468982
30,10,500,cohort2_state,0.00916790385976798
35,10,500,cohort1_state,0.01096897791780512
35,10,500,cohort2_state,0.00774854850629063
40,10,500,cohort1_state,0.19826738192205864
40,10,500,cohort2_state,0.01630921189959049
45,10,500,cohort1_state,0.11585947924910713
45,10,500,cohort2_state,0.00859575143656276
80,10,500,cohort1_state,0.9907940790843396
80,10,500,cohort2_state,0.9942631178039076
60,10,500,cohort1_state,0.7032578570474475
60,10,500,cohort2_state,0.507062943322383
50,10,500,cohort1_state,0.7375689244279934
50,10,500,cohort2_state,0.760066499061623
70,10,500,cohort1_state,0.871438347199266
70,10,500,cohort2_state,0.993755363638146
90,10,500,cohort1_state,0.993829709276502
90,10,500,cohort2_state,0.993117348345636
20,20,500,cohort1_state,0.10805327402791884
20,20,500,cohort2_state,0.01258149081132575
10,20,500,cohort1_state,0.00818639357687095
10,20,500,cohort2_state,0.00838062988369785
35,20,500,cohort1_state,0.27577033806973467
35,20,500,cohort2_state,0.2305276100298322
30,20,500,cohort1_state,0.00724466719541406
30,20,500,cohort2_state,0.01046410370537036
40,20,500,cohort1_state,0.00945553708388027
40,20,500,cohort2_state,0.00754779482313476
50,20,500,cohort1_state,0.25715083018312285
50,20,500,cohort2_state,0.1347289558342642
45,20,500,cohort1_state,0.1528207509545991
45,20,500,cohort2_state,0.11083519136086512
70,20,500,cohort1_state,0.9946593779261844
70,20,500,cohort2_state,0.9926556026566664
60,20,500,cohort1_state,0.7407395146297717
60,20,500,cohort2_state,0.3948707181569436
90,20,500,cohort1_state,0.9888024847912318
90,20,500,cohort2_state,0.996006668495546
80,20,500,cohort1_state,0.8528882544718658
80,20,500,cohort2_state,0.9549722600899552
20,35,500,cohort1_state,0.00829089638381102
20,35,500,cohort2_state,0.01100670695062416
35,35,500,cohort1_state,0.2106948469882677
35,35,500,cohort2_state,0.06234877267230585
10,35,500,cohort1_state,0.01313470425141281
10,35,500,cohort2_state,0.00844453853533135
30,35,500,cohort1_state,0.00644105714948665
30,35,500,cohort2_state,0.00738020872184747
40,35,500,cohort1_state,0.00665495767568347
40,35,500,cohort2_state,0.00607022033316828
45,35,500,cohort1_state,0.14385522167308237
45,35,500,cohort2_state,0.07474972466408038
50,35,500,cohort1_state,0.43676696424507633
50,35,500,cohort2_state,0.3554067469672183
70,35,500,cohort1_state,0.99175027611673
70,35,500,cohort2_state,0.9893116482819264
80,35,500,cohort1_state,0.866877258210284
80,35,500,cohort2_state,0.987069991324588
90,35,500,cohort1_state,0.9936619070565992
90,35,500,cohort2_state,0.9943579202425484
60,35,500,cohort1_state,0.66594508753745
60,35,500,cohort2_state,0.6374877074435548
10,50,500,cohort1_state,0.00692309365780456
10,50,500,cohort2_state,0.0077186734793297
20,50,500,cohort1_state,0.00587032245634477
20,50,500,cohort2_state,0.00719563552322851
30,50,500,cohort1_state,0.00599249479221975
30,50,500,cohort2_state,0.00817923163298083
35,50,500,cohort1_state,0.06253225204773095
35,50,500,cohort2_state,0.2814920660526559
40,50,500,cohort1_state,0.00535289560323955
40,50,500,cohort2_state,0.00991657020534416
45,50,500,cohort1_state,0.28295286912106155
45,50,500,cohort2_state,0.2653802998525194
60,50,500,cohort1_state,0.9782999672079152
60,50,500,cohort2_state,0.992214808373308
50,50,500,cohort1_state,0.25770999273049405
50,50,500,cohort2_state,0.5344062097466081
70,50,500,cohort1_state,0.7945748080307619
70,50,500,cohort2_state,0.9073889712916016
90,50,500,cohort1_state,0.9918809463651378
90,50,500,cohort2_state,0.9914466560633542
10,65,500,cohort1_state,0.00582379435897132
10,65,500,cohort2_state,0.00786464544286387
80,50,500,cohort1_state,0.9962214278267532
80,50,500,cohort2_state,0.9929605649661486
20,65,500,cohort1_state,0.07166534782293225
20,65,500,cohort2_state,0.112487126084862
30,65,500,cohort1_state,0.00720763037538158
30,65,500,cohort2_state,0.00753105096811167
40,65,500,cohort1_state,0.1651337784624482
40,65,500,cohort2_state,0.15491023039630644
50,65,500,cohort1_state,0.5427715136640595
50,65,500,cohort2_state,0.6762089288071359
45,65,500,cohort1_state,0.1137437869771654
45,65,500,cohort2_state,0.03335651641471483
35,65,500,cohort1_state,0.300753321844568
35,65,500,cohort2_state,0.00676685503365858
20,75,500,cohort1_state,0.00675125116314636
20,75,500,cohort2_state,0.00649431389234229
70,65,500,cohort1_state,0.990930010462444
70,65,500,cohort2_state,0.991779019121837
80,65,500,cohort1_state,0.9935960650009736
80,65,500,cohort2_state,0.994377837385264
10,75,500,cohort1_state,0.00884855487709772
10,75,500,cohort2_state,0.00487740721153429
60,65,500,cohort1_state,0.9229179189984048
60,65,500,cohort2_state,0.8928246422550512
90,65,500,cohort1_state,0.9843433984285216
90,65,500,cohort2_state,0.989261545301582
30,75,500,cohort1_state,0.00519165831221802
30,75,500,cohort2_state,0.00612756083033043
40,75,500,cohort1_state,0.1884719635879852
40,75,500,cohort2_state,0.16381520090235596
35,75,500,cohort1_state,0.00966934605345798
35,75,500,cohort2_state,0.00672233218572938
45,75,500,cohort1_state,0.2014209857934059
45,75,500,cohort2_state,0.2060596243984927
60,75,500,cohort1_state,0.8211679383406046
60,75,500,cohort2_state,0.8632312054076381
50,75,500,cohort1_state,0.33333873811653814
50,75,500,cohort2_state,0.527376254571625
70,75,500,cohort1_state,0.9857188749850836
70,75,500,cohort2_state,0.947178371607105
10,90,500,cohort1_state,0.00879650869909552
10,90,500,cohort2_state,0.00687224465361846
90,75,500,cohort1_state,0.9964168726028444
90,75,500,cohort2_state,0.991245894269382
80,75,500,cohort1_state,0.994086200934044
80,75,500,cohort2_state,0.992234094519298
20,90,500,cohort1_state,0.01720265680016495
20,90,500,cohort2_state,0.009218187363511
40,90,500,cohort1_state,0.2223611370464475
40,90,500,cohort2_state,0.10942011959331532
30,90,500,cohort1_state,0.00925320425829529
30,90,500,cohort2_state,0.00639250362428998
35,90,500,cohort1_state,0.00610435337788507
35,90,500,cohort2_state,0.00742650247937947
45,90,500,cohort1_state,0.758570671081306
45,90,500,cohort2_state,0.8611906824439658
50,90,500,cohort1_state,0.7682751164801678
50,90,500,cohort2_state,0.670891032831825
60,90,500,cohort1_state,0.9965924797157216
60,90,500,cohort2_state,0.8322112015641376
70,90,500,cohort1_state,0.9915036573290724
70,90,500,cohort2_state,0.9920041866790146
80,90,500,cohort1_state,0.9910942664104748
80,90,500,cohort2_state,0.993009266015738
90,90,500,cohort1_state,0.991904154814056
90,90,500,cohort2_state,0.9944662169720168
10,10,50,cohort1_state,0.00652754285724562
10,10,50,cohort2_state,0.0056380348027717
20,10,50,cohort1_state,0.00801500829893405
20,10,50,cohort2_state,0.00494636141046682
30,10,50,cohort1_state,0.00791089047513656
30,10,50,cohort2_state,0.00647192352969104
35,10,50,cohort1_state,0.00813974866284876
35,10,50,cohort2_state,0.00929019814871729
60,10,50,cohort1_state,0.8349957200178172
60,10,50,cohort2_state,0.7469183233376789
40,10,50,cohort1_state,0.3981903052131395
40,10,50,cohort2_state,0.7031919805473715
45,10,50,cohort1_state,0.18989510161856235
45,10,50,cohort2_state,0.00789631715423862
70,10,50,cohort1_state,0.9922564790030248
70,10,50,cohort2_state,0.9939330536794668
80,10,50,cohort1_state,0.9919213780832238
80,10,50,cohort2_state,0.9930064833791724
50,10,50,cohort1_state,0.674485101684752
50,10,50,cohort2_state,0.5088216687913691
